Name,Platform,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Release_Date
Life is Strange 2,PS4,Adventure,Square Enix,,,,,,27/9/2018
Life is Strange 2,XOne,Adventure,Square Enix,,,,,,27/9/2018
Life is Strange 2,PC,Adventure,Square Enix,,,,,,26/9/2018
Life Is Strange: Before the Storm,PS4,Adventure,Square Enix,0.11,0.06,0.02,0.03,0.22,6/3/2018
Lost Sphear,PC,Role-Playing,Square Enix,,,,,,23/1/2018
NieR: Automata,XOne,Role-Playing,Square Enix,,,,,,26/6/2018
Octopath Traveler,Series,Role-Playing,Square Enix,,,,,,13/7/2018
Octopath Traveler,All,Role-Playing,Square Enix,,,,,,13/7/2018
Secret of Mana,PS4,Role-Playing,Square Enix,0.06,0.12,0.05,0.04,0.28,15/2/2018
Secret of Mana,PC,Role-Playing,Square Enix,,,,,,15/2/2018
Shadow of the Tomb Raider,All,Action-Adventure,Square Enix,,,,,,14/9/2018
Shadow of the Tomb Raider,PS4,Action-Adventure,Square Enix,0.59,0.82,0.06,0.27,1.74,14/9/2018
Shadow of the Tomb Raider,XOne,Action-Adventure,Square Enix,0.46,0.25,,0.07,0.78,14/9/2018
Shadow of the Tomb Raider,PC,Action-Adventure,Square Enix,,,,,,14/9/2018
World of Final Fantasy Maxima,PS4,Role-Playing,Square Enix,,,,,,6/11/2018
World of Final Fantasy Maxima,NS,Role-Playing,Square Enix,,,,,,6/11/2018
World of Final Fantasy Maxima,PC,Role-Playing,Square Enix,,,,,,6/11/2018
BINGO for Nintendo Switch,NS,Party,Starsign,,,,,,15/3/2018
Packet Queen #,NS,Puzzle,Studio F-Sharp,,,,,,1/3/2018
ATLAS,PC,MMO,Studio Wildcard,,,,,,19/12/2018
Into the Breach,NS,Strategy,Subset Games,,,,,,28/8/2018
Into the Breach,PC,Strategy,Subset Games,,,,,,27/2/2018
Transistor,NS,Action-Adventure,Supergiant Games,,,,,,1/11/2018
Rally Racers,NS,Racing,System 3,,,,,,11/1/2018
Arcade Archives: Double Dragon,NS,Fighting,Taito Corporation,,,,,,18/1/2018
PriPara: All Idol Perfect Stage,NS,Misc,Takara Tomy ARTS,,,,,,22/3/2018
Train Sim World,PS4,Simulation,Maximum Games,0.05,0.03,,0.02,0.09,24/7/2018
Overcooked! 2,XOne,Simulation,Sold Out,0.07,0,,0.01,0.08,7/8/2018
Rick & Morty Virtual Rick-Ality,PS4,Simulation,Nighthawk Interactive,0.06,,,0.01,0.08,24/4/2018
Harvest Moon: Light of Hope,PS4,Simulation,Natsume,0.06,,,0.01,0.07,29/5/2018
Bass Pro Shops: The Strike - Championship Edition,NS,Simulation,Planet Entertainment,0.06,,,0.01,0.07,9/11/2018
Cabela's The Hunt: Championship Edition Bundle,NS,Simulation,Planet Entertainment,0.06,,,0.01,0.07,9/11/2018
The Sims 4: Get Famous,PC,Simulation,Electronic Arts,,0.06,,0,0.06,16/11/2018
The Sims 4 Seasons,PC,Simulation,Electronic Arts,,0.05,,0,0.05,22/6/2018
The Long Dark,XOne,Simulation,Skybound Games,0.05,,,0.01,0.05,4/9/2018
The Long Dark,PS4,Simulation,Skybound Games,0.04,,,0.01,0.05,4/9/2018
Little Dragons Café,PS4,Simulation,Aksys Games,0.03,,0.01,0.01,0.05,24/8/2018
My Riding Stables: Life with Horses,NS,Simulation,TREVA Entertainment,0.04,,,0.01,0.05,13/11/2018
Fishing Sim World,PS4,Simulation,Dovetail Games,0.04,,,0.01,0.05,18/9/2018
Surviving Mars,XOne,Simulation,Maximum Games,0.04,,,0.01,0.05,15/3/2018
Fishing Sim World,XOne,Simulation,Dovetail Games,0.04,,,0.01,0.05,18/9/2018
The Settlers History Collection,PC,Simulation,Ubisoft,,0.04,,0,0.04,15/11/2018
Pure Farming 2018,PS4,Simulation,Techland,0.02,0.01,,0.01,0.04,13/3/2018
My Riding Stables: Life with Horses,PS4,Simulation,TREVA Entertainment,0.03,,,0.01,0.04,13/11/2018
Surviving Mars,PS4,Simulation,Maximum Games,0.03,,,0.01,0.04,15/3/2018
Railway Empire,XOne,Simulation,Kalypso Media,0.03,,,0,0.03,30/1/2018
Pure Farming 2018,XOne,Simulation,Techland,0.03,,,0,0.03,13/3/2018
Railway Empire,PS4,Simulation,Kalypso Media,0.02,,0,0.01,0.03,30/1/2018
Train Sim World,XOne,Simulation,Maximum Games,0.03,,,0,0.03,24/7/2018
Bridge Constructor Portal,PS4,Simulation,Nighthawk Interactive,0.02,,,0.01,0.03,28/8/2018
Air Missions: Hind,PS4,Simulation,Soedesco,0.02,,,0,0.03,9/10/2018
Cats Together,NS,Simulation,Bandai Namco Games,,,0.02,,0.02,1/11/2018
Cats Together,3DS,Simulation,Bandai Namco Games,,,0.02,,0.02,21/11/2018
Gal Gun 2,NS,Simulation,PQube,0.01,,0.01,0,0.02,24/4/2018
Project Highrise: Architect's Edition,PS4,Simulation,Kalypso Media,0.01,,,0,0.02,13/11/2018
Project Highrise: Architect's Edition,NS,Simulation,Kalypso Media,0.01,,,0,0.02,13/11/2018
Tour de France 2018,PS4,Simulation,Focus Home Interactive,,0.01,,0,0.02,28/6/2018
Rapala Fishing Pro Series,NS,Simulation,GameMill Entertainment,0.01,,,0,0.02,16/10/2018
Project Highrise: Architect's Edition,XOne,Simulation,Kalypso Media,0.01,,,0,0.01,13/11/2018
Gal Gun 2,PS4,Simulation,PQube,,,0.01,,0.01,24/4/2018
Neo Atlas 1469,NS,Simulation,Studio Artdink,,,0.01,,0.01,19/4/2018
Happy Manager: Shiawase Zhuang no Kanrinin San,PS4,Simulation,D3 Publisher,,,0.01,,0.01,11/1/2018
Pure Farming 2018,PC,Simulation,Techland,,0,,0,0,13/3/2018
Railway Empire,PC,Simulation,Kalypso Media,,0,,0,0,30/1/2018
Pro Cycling Manager 2018,PC,Simulation,Focus Home Interactive,,0,,0,0,28/6/2018
Urban Trial Playground,NS,Racing,Tate Multimedia,,,,,,5/4/2018
Mugsters,NS,Action,Team 17,,,,,,18/7/2018
Overcooked Special Edition,NS,Simulation,Team 17,0.08,0.01,,0.01,0.11,13/2/2018
Hollow Knight,PS4,Action-Adventure,Team Cherry,,,,,,25/9/2018
Hollow Knight,NS,Action-Adventure,Team Cherry,,,,,,12/6/2018
Dungreed,PC,Action,TEAM HORAY,,,,,,15/2/2018
The Room,NS,Puzzle,Team17 Digital Ltd,,,,,,18/10/2018
Yooka-Laylee,PS4,Platform,Team17 Software,0.09,0.16,,0.05,0.29,1/1/2018
Yooka-Laylee,PC,Platform,Team17 Software,,,,,,1/1/2018
Yooka-Laylee,Linux,Platform,Team17 Software,,,,,,1/1/2018
Yooka-Laylee,OSX,Platform,Team17 Software,,,,,,1/1/2018
Atelier Lydie & Suelle: The Alchemists and the Mysterious Paintings,PC,Role-Playing,Tecmo Koei,,,,,,27/3/2018
Dynasty Warriors 9,PS4,Action,Tecmo Koei,0.1,0.06,0.17,0.03,0.37,13/2/2018
Dynasty Warriors 9,PC,Action,Tecmo Koei,,,,,,13/2/2018
The Walking Dead - A Telltale Series - The Final Season,XOne,Visual+Novel,Telltale Games,,,,,,14/8/2018
The Walking Dead - A Telltale Series - The Final Season,NS,Adventure,Telltale Games,,,,,,13/8/2018
PlayerUnknown's Battlegrounds Mobile,iOS,Shooter,Tencent Games,,,,,,19/3/2018
PlayerUnknown's Battlegrounds Mobile,And,Shooter,Tencent Games,,,,,,19/3/2018
The Vanishing of Ethan Carter,XOne,Adventure,The Astronauts,,,,,,19/1/2018
Pit People,PC,Strategy,The Behemoth,,,,,,2/3/2018
Pit People,XOne,Strategy,The Behemoth,,,,,,2/3/2018
World War 3,PC,Shooter,The Farm 51,,,,,,20/10/2018
Furi,NS,Action,The Game Bakers,,,,,,11/1/2018
The Gardens Between,PS4,Puzzle,The Voxel Agents,,,,,,20/9/2018
The Gardens Between,NS,Puzzle,The Voxel Agents,,,,,,20/9/2018
Monster Prom,PC,Simulation,Those Awesome Guys,,,,,,27/4/2018
Darksiders III,PS4,Action,THQ Nordic,0.13,0.07,,0.04,0.25,27/11/2018
Darksiders III,XOne,Action,THQ Nordic,0.11,,,0.01,0.12,27/11/2018
de Blob,NS,Platform,THQ Nordic,,,,,,26/6/2018
de Blob 2,PS4,Platform,THQ Nordic,,,,,,27/2/2018
Disneyland Adventures,PC,Action-Adventure,THQ Nordic,,,,,,14/9/2018
MX vs ATV All Out,PS4,Racing,THQ Nordic,0.09,0.01,,0.02,0.12,27/3/2018
MX vs ATV All Out,PC,Racing,THQ Nordic,,,,,,27/3/2018
Red Faction: Guerrilla Re-Mars-tered,PC,Shooter,THQ Nordic,,,,,,3/7/2018
Rush: A Disney Pixar Adventure,PC,Adventure,THQ Nordic,,,,,,14/9/2018
Super Lucky's Tale,PC,Platform,THQ Nordic,,,,,,14/9/2018
The Raven Remastered,PC,Adventure,THQ Nordic,,,,,,13/3/2018
This Is the Police 2,PC,Strategy,THQ Nordic,,,,,,31/7/2018
Wreckfest,PC,Racing,THQ Nordic,,,,,,14/6/2018
Zoo Tycoon: Ultimate Animal Collection,PC,Simulation,THQ Nordic,,,,,,14/9/2018
AQUA KITTY UDX,NS,Action,Tikipod,,,,,,15/2/2018
Clustertruck,NS,Misc,TinyBuild Games,,,,,,15/3/2018
Garage,NS,Action,TinyBuild Games,,,,,,1/5/2018
The Final Station,NS,Action,TinyBuild Games,,,,,,23/2/2018
DELTARUNE,PC,Adventure,Toby Fox,,,,,,31/10/2018
My Little Riding Champion,PC,Sports,Toplitz Productions,,,,,,29/11/2018
We Were Here Too,PC,Adventure,Total Mayhem Games,,,,,,2/2/2018
R-Type Dimensions EX,PS4,Shooter,Tozai Games,,,,,,19/12/2018
R-Type Dimensions EX,PC,Shooter,Tozai Games,,,,,,28/11/2018
R-Type Dimensions EX,NS,Shooter,Tozai Games,,,,,,28/11/2018
Q.U.B.E. 2,PC,Puzzle,Trapped Nerve Games,,,,,,13/3/2018
Gem Smashers,NS,Puzzle,TREVA Entertainment,,,,,,15/3/2018
Flinthook,NS,Platform,Tribute Games,,,,,,9/3/2018
Mercenary Kings Reloaded,NS,Action,Tribute Games,,,,,,6/2/2018
Battle Royale Trainer,PC,Shooter,Trickjump Games Ltd,,,,,,4/1/2018
Toki Tori,NS,Puzzle,Two Tribes,,,,,,30/3/2018
Toki Tori 2+,NS,Puzzle,Two Tribes,,,,,,23/2/2018
GRIP: Combat Racing,XOne,Racing,U&I Entertainment,,,,,,6/11/2018
GRIP: Combat Racing,PC,Racing,U&I Entertainment,,,,,,6/11/2018
Assassin's Creed Odyssey,All,Action-Adventure,Ubisoft,,,,,,5/10/2018
Mutant Football League: Dynasty Edition,NS,Sports,Nighthawk Interactive,0.08,,,0.01,0.09,30/10/2018
NBA 2K Playgrounds 2,PS4,Sports,2K Games,0.06,,,0.01,0.08,16/10/2018
R.B.I. Baseball 18,PS4,Sports,MLB Advanced Media,0.06,,,0.01,0.07,20/3/2018
Mutant Football League: Dynasty Edition,PS4,Sports,Nighthawk Interactive,0.05,,,0.01,0.07,30/10/2018
FIFA 19,X360,Sports,Electronic Arts,,0.06,,0,0.06,28/9/2018
Golf Club 2019,PS4,Sports,2K Games,0.05,,,0.01,0.06,13/11/2018
NBA 2K Playgrounds 2,XOne,Sports,2K Games,0.05,,,0.01,0.06,16/10/2018
Pro Evolution Soccer 2019,XOne,Sports,Konami,0.02,0.02,,0,0.05,28/8/2018
Golf Club 2019,XOne,Sports,2K Games,0.05,,,0.01,0.05,13/11/2018
8 to Glory: The Official Game of the PBR,PS4,Sports,THQ Nordic,0.03,,,0.01,0.04,30/10/2018
Mutant Football League: Dynasty Edition,XOne,Sports,Nighthawk Interactive,0.03,,,0,0.04,30/10/2018
Tennis World Tour,PS4,Sports,Bigben Interactive,0.03,,0.01,0.01,0.04,22/5/2018
FIFA 19,PS3,Sports,Electronic Arts,,0.03,,0.01,0.04,28/9/2018
Tennis World Tour,XOne,Sports,Bigben Interactive,0.03,,,0,0.04,22/5/2018
Legendary Fishing,PS4,Sports,Ubisoft,0.02,,,0,0.03,18/9/2018
8 to Glory: The Official Game of the PBR,XOne,Sports,THQ Nordic,0.02,,,0,0.02,30/10/2018
Winning Post 8 2018,PS4,Sports,Koei Tecmo,,,0.02,,0.02,15/3/2018
Crayola Scoot,PS4,Sports,Outright Games,0.01,,,0,0.02,16/10/2018
Tennis World Tour,NS,Sports,Bigben Interactive,0.02,,,0,0.02,10/7/2018
Crayola Scoot,XOne,Sports,Outright Games,0.01,,,0,0.02,16/10/2018
Crayola Scoot,NS,Sports,Outright Games,0.01,,,0,0.01,16/10/2018
Winning Post 8 2018,NS,Sports,Koei Tecmo,,,0.01,,0.01,15/3/2018
Winning Post 8 2018,PSV,Sports,Koei Tecmo,,,0.01,,0.01,15/3/2018
Legendary Fishing,NS,Sports,Ubisoft,0.01,,0,0,0.01,18/9/2018
Assassin's Creed Odyssey,PS4,Action-Adventure,Ubisoft,1.18,1.4,0.09,0.51,3.18,5/10/2018
Assassin's Creed Odyssey,XOne,Action-Adventure,Ubisoft,0.91,0.35,,0.13,1.39,5/10/2018
Assassin's Creed Odyssey: Cloud Version,NS,Action-Adventure,Ubisoft,,,,,,5/10/2018
Assassin's Creed Rogue Remastered,PS4,Action-Adventure,Ubisoft,,0.13,0.01,0.02,0.15,20/3/2018
Brothers in Arms: Furious 4,PS4,Shooter,Ubisoft,,,,,,31/12/2018
Brothers in Arms: Furious 4,XOne,Shooter,Ubisoft,,,,,,31/12/2018
Child of Light,NS,Role-Playing,Ubisoft,,,,,,11/10/2018
Far Cry 5,PS4,Action,Ubisoft,1.44,1.73,0.15,0.62,3.95,27/3/2018
Far Cry 5,XOne,Action,Ubisoft,1.14,0.47,,0.17,1.78,27/3/2018
Far Cry 5,All,Shooter,Ubisoft,,,,,,27/3/2018
Just Dance 2019,NS,Music,Ubisoft,0.43,0.26,,0.07,0.76,23/10/2018
Just Dance 2019,Wii,Music,Ubisoft,0.1,0.12,,0.02,0.24,23/10/2018
Just Dance 2019,PS4,Music,Ubisoft,0.11,0.03,,0.03,0.17,23/10/2018
Just Dance 2019,XOne,Music,Ubisoft,0.13,0.01,,0.02,0.15,23/10/2018
Just Dance 2019,WiiU,Music,Ubisoft,0.06,0.03,,0.01,0.1,23/10/2018
South Park: The Fractured But Whole,NS,Role-Playing,Ubisoft,0.08,0.05,,0.01,0.14,24/4/2018
South Park: The Stick of Truth,NS,Role-Playing,Ubisoft,,,,,,25/9/2018
Sports Party,NS,Sports,Ubisoft,0.06,0.1,,0.01,0.17,30/10/2018
Starlink: Battle for Atlas,NS,Action-Adventure,Ubisoft,0.35,0.17,,0.05,0.57,16/10/2018
Starlink: Battle for Atlas,PS4,Action-Adventure,Ubisoft,0.08,,,0.02,0.1,16/10/2018
Starlink: Battle for Atlas,XOne,Action-Adventure,Ubisoft,0.09,,,0.01,0.1,16/10/2018
Steep,NS,Sports,Ubisoft,,,,,,1/12/2018
The Crew 2,PS4,Racing,Ubisoft,0.22,0.42,0.05,0.12,0.82,29/6/2018
The Crew 2,XOne,Racing,Ubisoft,0.2,0.1,,0.03,0.33,29/6/2018
The Crew 2,PC,Racing,Ubisoft,,,,,,29/6/2018
Transference,PC,Adventure,Ubisoft,,,,,,18/9/2018
Transference,PS4,Puzzle,Ubisoft,,,,,,18/9/2018
Valiant Hearts: The Great War,NS,Adventure,Ubisoft,,,,,,18/11/2018
Shadow Archery,WiiU,Action,Ultra Dolphin Revolution,,,,,,12/4/2018
Spellcaster's Assistant,WiiU,Action,Ultra Dolphin Revolution,,,,,,29/3/2018
Fat Dragons,WiiU,Action,Undefined,,,,,,22/2/2018
Superola and the Lost Burgers,NS,Platform,Undergames,,,,,,22/2/2018
Spy Chameleon - RGB Agent,NS,Puzzle,Unfinished Pixel,,,,,,9/3/2018
Spy Chameleon - RGB Agent,NS,Puzzle,Unfinished Pixel,,,,,,9/3/2018
99Vidas - Definitive Edition,NS,Action,Unknown,,,,,,27/11/2018
Achievement Lurker: Another one bites the dust,PC,Role-Playing,Unknown,,,,,,31/3/2018
Achievement Lurker: Ballad of the Shimapan Warrior - King of Panties,PC,Role-Playing,Unknown,,,,,,24/4/2018
Achievement Lurker: Easiest Cosmetic Numbers,PC,Role-Playing,Unknown,,,,,,25/2/2018
Achievement Lurker: We Give Up!,PC,Role-Playing,Unknown,,,,,,11/1/2018
Achievement Lurker: You are going to have to work hard for these nuts,PC,Role-Playing,Unknown,,,,,,10/4/2018
Aquatic Tales,DS,Adventure,Unknown,,,,,,30/12/2018
Axis Football 2018,PC,Sports,Unknown,,,,,,14/9/2018
Johnny Turbo's Arcade: Wizard Fire,NS,Action,Unknown,,,,,,21/6/2018
Professor Watts Memory Match: Expressions,PC,Puzzle,Unknown,,,,,,12/9/2018
Professor Watts Memory Match: Puppies,PC,Puzzle,Unknown,,,,,,18/9/2018
Super Chariot,NS,Platform,Unknown,,,,,,10/5/2018
Trivia Vault Basketball Trivia,PC,Misc,Unknown,,,,,,3/3/2018
Trivia Vault: Fashion Trivia,PC,Misc,Unknown,,,,,,24/5/2018
Trivia Vault: Food Trivia,PC,Misc,Unknown,,,,,,30/5/2018
Trivia Vault: Golf Trivia,PC,Misc,Unknown,,,,,,29/3/2018
Trivia Vault: Literature Trivia,PC,Misc,Unknown,,,,,,1/6/2018
Trivia Vault: Mixed Trivia 2,PC,Misc,Unknown,,,,,,13/2/2018
Trivia Vault: Music Trivia,PC,Misc,Unknown,,,,,,22/6/2018
The Banner Saga Trilogy - Bonus Edition,PS4,Strategy,505 Games,0.06,,,0.01,0.07,27/7/2018
Super Robot Wars X,PSV,Strategy,Bandai Namco Games,,,0.07,,0.07,29/3/2018
Nobunaga's Ambition: Taishi,PS4,Strategy,Koei Tecmo,0.01,,0.05,0,0.06,5/6/2018
The Banner Saga Trilogy - Bonus Edition,XOne,Strategy,505 Games,0.05,,,0.01,0.05,27/7/2018
SD Gundam G Generation Genesis,NS,Strategy,Bandai Namco Games,,,0.04,,0.04,26/4/2018
8-Bit Armies,PS4,Strategy,Soedesco,0.03,,,0.01,0.03,21/9/2018
8-Bit Armies,XOne,Strategy,Soedesco,0.03,,,0,0.03,21/9/2018
God Wars The Complete Legend,NS,Strategy,NIS America,0.01,,0.01,0,0.03,4/9/2018
Sudden Strike 4,XOne,Strategy,Kalypso Media,0.02,,,0,0.02,26/6/2018
Space Hulk Tactics,PS4,Strategy,Focus Home Interactive,0.02,,,0,0.02,9/10/2018
This Is the Police 2,PS4,Strategy,THQ Nordic,0.02,,,0,0.02,25/9/2018
Armello,PS4,Strategy,League of Geeks,0.02,,,0,0.02,13/3/2018
This Is the Police 2,XOne,Strategy,THQ Nordic,0.02,,,0,0.02,25/9/2018
Space Hulk Tactics,XOne,Strategy,Focus Home Interactive,0.02,,,0,0.02,9/10/2018
Future Card Buddyfight: Tanjou! Oretachi no Saikyou Body!,3DS,Strategy,FuRyu Corporation,,,0.02,,0.02,15/3/2018
Mercenaries Saga Chronicles,NS,Strategy,PM Studios,0.01,,,0,0.01,11/9/2018
This Is the Police 2,NS,Strategy,THQ Nordic,0.01,,,0,0.01,25/9/2018
Jagged Alliance: Rage!,PS4,Strategy,THQ Nordic,0.01,,,0,0.01,7/12/2018
Jagged Alliance: Rage!,XOne,Strategy,THQ Nordic,0.01,,,0,0.01,7/12/2018
Trivia Vault: Soccer Trivia,PC,Misc,Unknown,,,,,,23/4/2018
Trivia Vault: Toy Trivia,PC,Misc,Unknown,,,,,,25/5/2018
Trivia Vault: TV Trivia,PC,Misc,Unknown,,,,,,3/5/2018
Word Sudoku by POWGI,PS4,Puzzle,Unknown,,,,,,22/10/2018
Subnautica,All,Adventure,Unknown Worlds Entertainment,,,,,,23/1/2018
Subnautica,Series,Adventure,Unknown Worlds Entertainment,,,,,,23/1/2018
Subnautica,PC,Adventure,Unknown Worlds Entertainment,,,,,,23/1/2018
Artifact,OSX,Misc,Valve Corporation,,,,,,28/11/2018
Artifact,Linux,Misc,Valve Corporation,,,,,,28/11/2018
Artifact,PC,Misc,Valve Corporation,,,,,,28/11/2018
Banner Saga 3,NS,Role-Playing,Versus Evil,,,,,,1/7/2018
Pillars of Eternity II: Deadfire,PC,Role-Playing,Versus Evil,,,,,,31/12/2018
Pillars of Eternity II: Deadfire,NS,Role-Playing,Versus Evil,,,,,,30/12/2018
The Banner Saga,NS,Strategy,Versus Evil,,,,,,17/5/2018
The Banner Saga 2,NS,Strategy,Versus Evil,,,,,,7/6/2018
The Banner Saga 3,NS,Strategy,Versus Evil,,,,,,26/7/2018
"Cook, Serve, Delicious! 2!!",PS4,Simulation,Vertigo Gaming Inc.,,,,,,18/12/2018
Blast Zone! Tournament,PC,Strategy,Victory Lap Games,,,,,,31/7/2018
Unavowed,PC,Adventure,Wadjet Eye Games,,,,,,1/1/2018
Coffin Dodgers,NS,Racing,Wales Interactive Ltd.,,,,,,13/3/2018
The Bunker,NS,Adventure,Wales Interactive Ltd.,,,,,,9/4/2018
The Infectious Madness of Doctor Dekker,XOne,Adventure,Wales Interactive Ltd.,,,,,,5/6/2018
The Infectious Madness of Doctor Dekker,PS4,Adventure,Wales Interactive Ltd.,,,,,,5/6/2018
The Infectious Madness of Doctor Dekker,NS,Adventure,Wales Interactive Ltd.,,,,,,5/6/2018
Typoman,NS,Puzzle,Wales Interactive Ltd.,,,,,,22/2/2018
UBERMOSH:SANTICIDE,PC,Action,Walter Machado,,,,,,27/7/2018
Kingdom Come: Deliverance,PC,Role-Playing,Warhorse Studios,,,,,,13/2/2018
Fortnite,NS,Shooter,Warner Bros. Interactive Entertainment,0.38,0.24,0.01,0.06,0.69,16/11/2018
Hitman 2,PS4,Action-Adventure,Warner Bros. Interactive Entertainment,0.19,0.22,0.02,0.08,0.51,13/11/2018
Hitman 2,XOne,Action-Adventure,Warner Bros. Interactive Entertainment,0.14,0.06,,0.02,0.22,13/11/2018
Hitman 2,PC,Action-Adventure,Warner Bros. Interactive Entertainment,,,,,,13/11/2018
LEGO DC Super-Villains,PS4,Action-Adventure,Warner Bros. Interactive Entertainment,0.22,0.17,,0.08,0.46,16/10/2018
LEGO DC Super-Villains,NS,Action-Adventure,Warner Bros. Interactive Entertainment,0.28,0.12,,0.04,0.44,16/10/2018
LEGO DC Super-Villains,XOne,Action-Adventure,Warner Bros. Interactive Entertainment,0.2,0.07,,0.03,0.3,16/10/2018
LEGO Harry Potter Collection,NS,Action,Warner Bros. Interactive Entertainment,0.15,0.16,,0.03,0.33,30/10/2018
LEGO Harry Potter Collection,XOne,Action,Warner Bros. Interactive Entertainment,0.14,0.06,,0.02,0.22,30/10/2018
LEGO The Incredibles,NS,Action,Warner Bros. Interactive Entertainment,0.35,0.21,0.01,0.06,0.63,15/6/2018
LEGO The Incredibles,PS4,Action,Warner Bros. Interactive Entertainment,0.18,0.27,,0.09,0.53,15/6/2018
Code: Realize - Bouquet of Rainbows,PS4,Visual+Novel,Aksys Games,0.02,,,0.01,0.03,30/3/2018
Collar x Malice: Unlimited,PSV,Visual+Novel,Idea Factory,,,0.02,,0.02,26/7/2018
428: Shibuya Scramble,PS4,Visual+Novel,Spike Chunsoft,0.01,,0.01,0,0.02,4/9/2018
Higurashi no Naku Koro ni Hou,NS,Visual+Novel,Entergram,,,0.02,,0.02,26/7/2018
Pioneer no Banshou,PSV,Visual+Novel,Idea Factory,,,0.02,,0.02,30/8/2018
Harukanaru Toki no Naka de Ultimate,PSV,Visual+Novel,Koei Tecmo,,,0.01,,0.01,22/2/2018
Ikemen Sengoku: Toki o Kakeru Koi - Aratanaru Deai,PSV,Visual+Novel,Idea Factory,,,0.01,,0.01,22/3/2018
La Corda d'Oro 3,PSV,Visual+Novel,Koei Tecmo,,,0.01,,0.01,20/9/2018
Killer and Strawberry,PSV,Visual+Novel,Broccoli,,,0.01,,0.01,23/8/2018
London Detective Mysteria,PSV,Visual+Novel,Xseed Games,,,0.01,,0.01,18/12/2018
Doukoku Soshite... Doukoku Soshite...,PS4,Visual+Novel,El Dia,,,0.01,,0.01,26/4/2018
Tokimeki Restaurant: Project Tristars,PSV,Visual+Novel,KOEI,,,0.01,,0.01,22/2/2018
"Tengai ni Mau, Iki na Hana",PSV,Visual+Novel,Idea Factory,,,0.01,,0.01,26/4/2018
Doukoku Soshite... Doukoku Soshite...,PSV,Visual+Novel,El Dia,,,0.01,,0.01,26/4/2018
Steins;Gate Elite,PSV,Visual+Novel,5pb,,,0.01,,0.01,20/9/2018
Vitamin X: Destination,PSV,Visual+Novel,D3Publisher,,,0.01,,0.01,22/2/2018
Grisaia Phantom Trigger 03 & 04,PSV,Visual+Novel,Prototype,,,0.01,,0.01,2/8/2018
Maitetsu: Pure Station,PS4,Visual+Novel,Yeti,,,0.01,,0.01,26/7/2018
Memories Off: Innocent File,PS4,Visual+Novel,MAGES,,,0.01,,0.01,29/3/2018
Flowers: Le volume sur hiver,PSV,Visual+Novel,Prototype,,,0.01,,0.01,16/3/2018
Nil Admirari no Tenbin: Irodori Nadeshiko,NS,Visual+Novel,Idea Factory,,,0.01,,0.01,20/9/2018
Sengoku Hime 7: Sen'un Tsuranuku Guren no Ishi,PSV,Visual+Novel,System Soft Alpha,,,0.01,,0.01,11/10/2018
Kimi no Hitomi ni Hit Me,PSV,Visual+Novel,Entergram,,,0.01,,0.01,22/2/2018
Lucky Dog 1,PSV,Visual+Novel,Prototype,,,0.01,,0.01,8/3/2018
Shiro to Kuro no Alice: Twilight Line,PSV,Visual+Novel,Idea Factory,,,0.01,,0.01,15/11/2018
Cafe Cuillere,PSV,Visual+Novel,Takuyo,,,0.01,,0.01,1/1/2018
Koshotengai no Hashihime Noma,PSV,Visual+Novel,Dramatic Create,,,0.01,,0.01,27/9/2018
Saiaku Naru Saiyaku Ningen ni Sasagu,PS4,Visual+Novel,Kemco,,,0.01,,0.01,23/8/2018
Amatsutsumi,PSV,Visual+Novel,Prototype,,,0.01,,0.01,17/5/2018
Dance with Devils: My Carol,PSV,Visual+Novel,Rejet,,,0.01,,0.01,22/3/2018
Memories Off: Innocent File,PSV,Visual+Novel,MAGES,,,0.01,,0.01,29/3/2018
Sweet Pool,PSV,Visual+Novel,Dramatic Create,,,0.01,,0.01,31/5/2018
Daitoshokan no Hitsujikai: Library Party,NS,Visual+Novel,Aria,,,0,,0,26/7/2018
Cendrillon palikA,NS,Visual+Novel,Idea Factory,,,0,,0,25/10/2018
Sanzen Sekai Yuugi: Re Multi Universe Myself,PSV,Visual+Novel,Dramatic Create,,,0,,0,27/9/2018
Clannad,PS4,Visual+Novel,Prototype,,,0,,0,14/6/2018
Hakuoki: Shinkai - Fuukaden,NS,Visual+Novel,Idea Factory,,,0,,0,6/9/2018
Floral Flowlove,PSV,Visual+Novel,Entergram,,,0,,0,23/8/2018
Natsuiro Kokoro Log,PSV,Visual+Novel,Dramatic Create,,,0,,0,26/4/2018
"Nora, Princess, and Stray Cat",PS4,Visual+Novel,Harukaze,,,0,,0,25/10/2018
D.S.: Dal Segno,PSV,Visual+Novel,Entergram,,,0,,0,22/3/2018
Hello Lady! Superior Dynamis,PSV,Visual+Novel,Dramatic Create,,,0,,0,25/1/2018
Boku to Nurse no Kenshuu Nisshi,PS4,Visual+Novel,Entergram,,,0,,0,23/8/2018
Kanojo Step,PSV,Visual+Novel,Piacci,,,0,,0,21/3/2018
Seven Days: Anata to Sugosu Nanokakan,PSV,Visual+Novel,Prototype,,,0,,0,5/7/2018
"Nora, Princess, and Stray Cat",NS,Visual+Novel,Harukaze,,,0,,0,25/10/2018
Memories Off: Innocent File,NS,Visual+Novel,5pb,,,0,,0,25/10/2018
Enkan no Memoria: Kakera Tomoshi,PSV,Visual+Novel,Dramatic Create,,,0,,0,29/3/2018
